ALEAT,ID,OBJ,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31_P,VT,V1_P,V2_P,V3_P,V4_P,V5_P,V6_P,V7_P,V8_P,V9_P,V10_P,V11_P,V12_P,V13_P,V14_P,V15_P,V16_P,V17_P,V18_P,V19_P,V20_P,V21_P,V22_P,V23_P,V24_P,V25_P,V26_P,V27_P,V28_P,V29_P,V30_P,V31_P
0.016089235,270880594,SI,1095.344459,516.806152,0.191328,343.25396,1736.866933,2.416223,0,0,63.173623,0,982.979249,192.944999,2.022703,0,0,130.029891,137.080387,671.477349,7915.622162,175.856124,495.042745,444.929421,788.333204,1307.034286,0.000828,0,0,0.149864,3405.403641,0,207.747607,20614.70714,0.073278,0.123299,0.000013,0.067835,0.145021,0.000753,0,0,0.04397,0,0.165478,0.063407,0.000877,0,0,0.04837,0.080102,0.188891,0.653678,0.064907,0.124356,0.029901,0.254659,0.539525,0.000001,0,0,0.000091,2.241182,0,0.090409
0.016100251,266645022,NO,0.042056,0.381847,0,0.809743,0.758023,0.020273,0,0,15.296227,0,11.401538,7.800405,0.041892,0,0,0.292239,0.906634,67.897981,22.260706,7.04722,12.777474,0.04178,32.392084,107.474161,0.206489,0,0,0,134.107256,0,0.206454,422.162482,0.0001,0.000905,0,0.001918,0.001796,0.000048,0,0,0.036233,0,0.027007,0.018477,0.000099,0,0,0.000692,0.002148,0.160834,0.05273,0.016693,0.030267,0.000099,0.076729,0.25458,0.000489,0,0,0,0.317667,0,0.000489
0.016104124,2233174,NO,0,0.002184,0,25.56783,105.607061,0.010674,0,0,0.59045,0,4.117465,103.846045,0.416017,0,0,5.209672,1.124533,125.99635,104.298864,44.050701,48.958,8.124931,69.383978,66.958339,0,0,0,0,1274.615324,0,25.016476,2013.894894,0,0.000001,0,0.012696,0.052439,0.000005,0,0,0.000293,0,0.002045,0.051565,0.000207,0,0,0.002587,0.000558,0.062564,0.05179,0.021873,0.02431,0.004034,0.034453,0.033248,0,0,0,0,0.632911,0,0.012422
0.016109517,268114344,NO,0,427.736696,0.028808,52.306441,48.71105,2.002664,0.046171,0,1.927042,0.013301,24.1286,67.177364,165.740292,0,0.285319,2.316229,1.29548,212.356768,187.929219,31.544441,61.391774,0.02626,1641.790624,595.249609,0,35.992028,0,0,3316.340082,0,7.256303,6883.592565,0,0.062139,0.000004,0.007599,0.007076,0.000291,0.000007,0,0.00028,0.000002,0.003505,0.009759,0.024078,0,0.000041,0.000336,0.000188,0.03085,0.027301,0.004583,0.008919,0.000004,0.238508,0.086474,0,0.005229,0,0,0.481775,0,0.001054
0.01610976,278373320,SI,0,0,0,0.027755,2.139295,0.021427,0,0,0.727277,0,1.855048,9.844615,0.001158,0,0,0.634717,1.086965,33.50766,79.447402,25.4204,12.118014,0,27.243333,92.954132,0.12917,0,0,0,554.591068,0,17.564528,859.313964,0,0,0,0.000032,0.00249,0.000025,0,0,0.000846,0,0.002159,0.011456,0.000001,0,0,0.000739,0.001265,0.038994,0.092454,0.029582,0.014102,0,0.031704,0.108172,0.00015,0,0,0,0.645388,0,0.02044
0.016111887,272279624,NO,0.002002,0.531747,0,0.127975,18.661253,0.62135,0,0,118.019,0,60.457207,44.722439,0.000513,0,0,0.874361,0.171282,184.217604,24.236506,36.932863,10.406389,0,478.355079,930.025457,0.183592,0,0,0,8659.386576,0,3.688774,10571.62197,0,0.00005,0,0.000012,0.001765,0.000059,0,0,0.011164,0,0.005719,0.00423,0,0,0,0.000083,0.000016,0.017426,0.002293,0.003494,0.000984,0,0.045249,0.087974,0.000017,0,0,0,0.819116,0,0.000349
0.01611412,270171406,NO,0,0,0,10.933134,194.097941,2.295537,0,0,0.635446,0.001706,7.561344,479.859527,0.051248,0,0,0.735692,0.194983,104.62489,446.681709,60.888683,20.020341,10.693062,821.812951,732.229697,0.00703,0,0,0,2142.855688,0,3.494225,5039.674834,0,0,0,0.002169,0.038514,0.000455,0,0,0.000126,0,0.0015,0.095216,0.00001,0,0,0.000146,0.000039,0.02076,0.088633,0.012082,0.003973,0.002122,0.163069,0.145293,0.000001,0,0,0,0.425197,0,0.000693
0.01611594,5080876857,SI,0,204.899599,0,712.691228,120.982231,1.950417,0,0,5.047219,0.249989,52.502807,46.358406,0.253083,0,0,16.75184,1.418277,318.56507,206.892792,18.678648,184.199157,2.962813,2525.218396,1123.350462,0.018923,0,0,0,2180.997537,0,58.059645,7782.048539,0,0.02633,0,0.091581,0.015546,0.000251,0,0,0.000649,0.000032,0.006747,0.005957,0.000033,0,0,0.002153,0.000182,0.040936,0.026586,0.0024,0.02367,0.000381,0.324493,0.144352,0.000002,0,0,0,0.28026,0,0.007461
0.016116854,268987542,NO,1298.611138,0,0,0,146.056735,0,0,0,52.650714,0,0.63581,35.210165,0,0,0,2.43983,17.028368,123.454109,26.036485,177.743833,20.433961,0,106.337506,1369.203061,0,0,0,0,278.054811,0,34.925896,3688.822422,0.352039,0,0,0,0.039594,0,0,0,0.014273,0,0.000172,0.009545,0,0,0,0.000661,0.004616,0.033467,0.007058,0.048184,0.005539,0,0.028827,0.371176,0,0,0,0,0.075378,0,0.009468
0.016123978,279266120,NO,2050.783427,3.723611,0,323.079729,3111.315576,7.64575,0,0,461.405729,0,1328.9425,244.565957,3.286317,0,0,6.794723,56.411225,572.934574,715.15867,139.840713,265.397089,1.919733,17334.9155,5445.746227,1.038515,0.017416,0,0,69489.87318,0,194.039921,101758.8361,0.020153,0.000037,0,0.003175,0.030575,0.000075,0,0,0.004534,0,0.01306,0.002403,0.000032,0,0,0.000067,0.000554,0.00563,0.007028,0.001374,0.002608,0.000019,0.170353,0.053516,0.00001,0,0,0,0.682888,0,0.001907
0.016126826,270127888,NO,0,0.12722,0,0.067617,43.612646,0.269287,0,0,0,0,10.672099,14.227891,0.001228,0,0,0.086678,15.129664,57.606733,31.288377,10.417869,0.69994,0.021999,26.432824,452.797871,0,0,0,0,368.767698,0,2.557769,1034.78541,0,0.000123,0,0.000065,0.042147,0.00026,0,0,0,0,0.010313,0.01375,0.000001,0,0,0.000084,0.014621,0.05567,0.030237,0.010068,0.000676,0.000021,0.025544,0.437577,0,0,0,0,0.356371,0,0.002472
0.016126998,263549997,NO,0,202.689491,0,258.784864,581.590158,21.329716,0,0,4554.631485,50.957726,3470.347136,665.33777,516.169696,0,0,77.914093,103.471049,3936.704348,4590.881051,1382.787319,2551.6493,119.523356,50145.3218,15649.31481,0.151149,0,0,107.346436,49945.1369,0,203.234551,139135.2742,0,0.001457,0,0.00186,0.00418,0.000153,0,0,0.032735,0.000366,0.024942,0.004782,0.00371,0,0,0.00056,0.000744,0.028294,0.032996,0.009938,0.018339,0.000859,0.360407,0.112476,0.000001,0,0,0.000772,0.358968,0,0.001461
0.016129081,334520546,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.143008,2.168879,0.276532,0,0,0.038762,0,0,0,0,0,0.06341,0,0.312319,6.00291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523581,0.361305,0.046066,0,0,0.006457,0,0,0,0,0,0.010563,0,0.052028
0.016132641,9373365,SI,0,0,0,0,0,0,0,0,0,0,0,0.001225,0,0,0,0,0,0.000207,0.015884,0,0,0,0.004749,0.000241,0,0,0,0,0.004462,0,0,0.026768,0,0,0,0,0,0,0,0,0,0,0,0.045764,0,0,0,0,0,0.007733,0.593395,0,0,0,0.177413,0.009003,0,0,0,0,0.166692,0,0
0.016152661,278443739,NO,36.434227,119.409799,4.699268,14.156714,208.28724,2.537337,0,0,500.234697,0,90.72803,151.369828,311.879114,0,0.02273,26.999476,16.912086,821.484028,336.926732,91.039231,357.539518,33.323837,2012.59935,5316.587998,1.674759,0,0,24.856679,7284.862032,0.297594,40.92417,17805.78647,0.002046,0.006706,0.000264,0.000795,0.011698,0.000143,0,0,0.028094,0,0.005095,0.008501,0.017516,0,0.000001,0.001516,0.00095,0.046136,0.018922,0.005113,0.02008,0.001872,0.113031,0.298588,0.000094,0,0,0.001396,0.409129,0.000017,0.002298
0.016158051,9803390,NO,0,0,0,0,1.240203,0,0,0,0,0,0.154974,34.613168,0,0,0,1.35545,0.034088,86.90876,2.09497,6.716569,0.498839,0,3.010067,244.462719,0,0,0,0,40.216634,0,0,421.306441,0,0,0,0,0.002944,0,0,0,0,0,0.000368,0.082157,0,0,0,0.003217,0.000081,0.206284,0.004973,0.015942,0.001184,0,0.007145,0.580249,0,0,0,0,0.095457,0,0
0.016159908,264200506,NO,0,0.00702,0,170.784954,12.69608,4.941128,0,0,18.11554,0,2.346226,26.229164,0.959142,0,0,5.994495,0,130.869028,357.927463,51.137261,18.119324,0.19835,127.917642,4492.403465,0.002187,0,0,0,1912.410411,0,16.538136,7349.597016,0,0.000001,0,0.023237,0.001727,0.000672,0,0,0.002465,0,0.000319,0.003569,0.000131,0,0,0.000816,0,0.017806,0.0487,0.006958,0.002465,0.000027,0.017405,0.611245,0,0,0,0,0.260206,0,0.00225
0.016161622,279214415,SI,0,0.275573,0,3.009759,80.601033,0.433087,0,0,52.584392,0.01322,2.933221,134.274113,3.431331,0,0,6.508697,0.856465,170.231219,95.194596,21.882904,43.673178,2.053201,434.4458,642.561969,0.000198,0,0,0.090357,2052.646495,0,4.902464,3752.603272,0,0.000073,0,0.000802,0.021479,0.000115,0,0,0.014013,0.000004,0.000782,0.035782,0.000914,0,0,0.001734,0.000228,0.045364,0.025368,0.005831,0.011638,0.000547,0.115772,0.171231,0,0,0,0.000024,0.546993,0,0.001306
0.016164035,277329796,NO,0,10343.85258,37.979093,890.617487,175.687931,2.438448,0,0,27.643398,59.825972,78.98941,198.039442,0.457142,0,0.007344,17.083574,8.660466,1136.460161,2270.882538,65.934624,302.926372,5.63003,12332.08949,1465.1736,0.313347,0,0,4.463136,5368.635381,0,97.233084,34891.02405,0,0.296462,0.001089,0.025526,0.005035,0.00007,0,0,0.000792,0.001715,0.002264,0.005676,0.000013,0,0,0.00049,0.000248,0.032572,0.065085,0.00189,0.008682,0.000161,0.353446,0.041993,0.000009,0,0,0.000128,0.153869,0,0.002787
0.016166892,275274736,NO,1611.5445,4.495068,0.055943,352.931394,449.865343,1.709768,0,0,502.770391,0,228.956018,4834.874656,7.348828,0,0,18.514133,11.663455,768.237492,1784.863207,246.613754,671.720871,341.514107,2229.148462,4429.475233,0.422495,0,0,1.995509,36932.28841,0,73.894053,55504.90309,0.029034,0.000081,0.000001,0.006359,0.008105,0.000031,0,0,0.009058,0,0.004125,0.087107,0.000132,0,0,0.000334,0.00021,0.013841,0.032157,0.004443,0.012102,0.006153,0.040161,0.079803,0.000008,0,0,0.000036,0.665388,0,0.001331
0.016179375,266287964,SI,0.086465,34.49133,0,17.217419,222.831468,1.200065,0,0,4.957628,0,18.50826,58.238104,0.001792,0,0,3.83082,21.051796,236.867776,817.911367,130.973325,287.916906,3.791634,243.062488,1159.089503,0,0,0,0,8846.074332,0,32.603468,12140.70595,0.000007,0.002841,0,0.001418,0.018354,0.000099,0,0,0.000408,0,0.001524,0.004797,0,0,0,0.000316,0.001734,0.01951,0.067369,0.010788,0.023715,0.000312,0.02002,0.095471,0,0,0,0,0.728629,0,0.002685
0.016185337,278172225,NO,2274.936072,38.959388,0,53.193244,93.963937,0.313025,0,0,43.422364,0,3.388979,78.053545,0.466223,0,0,10.603187,6.076062,163.162282,546.929846,161.710171,123.98667,10.407566,724.400323,1036.427587,0.284093,0,0,0.910298,5486.632721,0,96.917005,10955.14459,0.207659,0.003556,0,0.004856,0.008577,0.000029,0,0,0.003964,0,0.000309,0.007125,0.000043,0,0,0.000968,0.000555,0.014894,0.049924,0.014761,0.011318,0.00095,0.066124,0.094606,0.000026,0,0,0.000083,0.500827,0,0.008847
0.016190835,276651619,NO,0,0.00078,0,6.810616,44.775229,0.768136,0,0,248.232347,0,1.516271,26.242011,0.00625,0,0,0.939895,0.121165,151.905097,510.959636,68.116725,64.980446,9.058092,2385.945742,485.938439,0.00701,0,0,0,2613.701231,0,94.800621,6714.825739,0,0,0,0.001014,0.006668,0.000114,0,0,0.036968,0,0.000226,0.003908,0.000001,0,0,0.00014,0.000018,0.022622,0.076094,0.010144,0.009677,0.001349,0.355325,0.072368,0.000001,0,0,0,0.389243,0,0.014118
0.016200672,279279559,SI,179.755067,109.20289,0,124.821433,957.946195,72.494492,0,0,4160.115734,24.863962,579.403404,1431.311419,3868.450016,0,0,12.801621,53.995869,4647.000028,5007.271643,1306.353037,772.177567,17.292645,34151.32536,9246.793903,2.394114,0.00874,0,4.442244,51725.12491,1.489558,835.482323,119292.3182,0.001507,0.000915,0,0.001046,0.00803,0.000608,0,0,0.034873,0.000208,0.004857,0.011998,0.032428,0,0,0.000107,0.000453,0.038955,0.041975,0.010951,0.006473,0.000145,0.286283,0.077514,0.00002,0,0,0.000037,0.4336,0.000012,0.007004
0.016203234,268263210,NO,0,1.733568,0,2.696297,4.014534,0.979555,0,0,6.611123,0,10.723432,6.56049,2.354965,0,0,1.150982,4.453384,40.754989,97.930026,34.989609,51.101935,0.201386,1297.310221,173.900596,0.013426,0,0,0,394.572994,0,6.910309,2138.963821,0,0.00081,0,0.001261,0.001877,0.000458,0,0,0.003091,0,0.005013,0.003067,0.001101,0,0,0.000538,0.002082,0.019054,0.045784,0.016358,0.023891,0.000094,0.606513,0.081301,0.000006,0,0,0,0.184469,0,0.003231
0.016205885,279468560,NO,952.2044,0,0,0.672362,105.073226,0.061025,0,0,249.200214,0,1.304844,21.875581,0.005653,0,0,0.743088,1.477203,123.961573,297.155277,72.680173,111.851149,0.367507,141.57201,129.863335,0,0,0,0.912085,3818.947971,0,18.183427,6048.112103,0.157438,0,0,0.000111,0.017373,0.00001,0,0,0.041203,0,0.000216,0.003617,0.000001,0,0,0.000123,0.000244,0.020496,0.049132,0.012017,0.018494,0.000061,0.023408,0.021472,0,0,0,0.000151,0.631428,0,0.003006
0.016210539,273620568,SI,0,0,0,0,0,0,0,0,0,0,0,0.237856,0,0,0,0,0,0.036014,18.024199,0.078373,0,0,0.240782,21.037346,0,0,0,0,0.128965,0,0,39.783535,0,0,0,0,0,0,0,0,0,0,0,0.005979,0,0,0,0,0,0.000905,0.453057,0.00197,0,0,0.006052,0.528795,0,0,0,0,0.003242,0,0
0.016217852,277555930,NO,270.238793,111.064948,0.337874,153.66023,356.47386,0.46573,0,0,146.118759,0,10.759278,61.352154,1.366867,0,0,3.56645,11.254582,395.7214,1287.028485,107.721451,379.440208,89.795962,427.734889,574.637036,76.518504,0,0,0.269347,11942.5993,1.150613,95.303921,16504.58064,0.016374,0.006729,0.00002,0.00931,0.021598,0.000028,0,0,0.008853,0,0.000652,0.003717,0.000083,0,0,0.000216,0.000682,0.023976,0.07798,0.006527,0.02299,0.005441,0.025916,0.034817,0.004636,0,0,0.000016,0.723593,0.00007,0.005774
0.016223784,268750014,NO,0,74.725296,0,193.706052,395.510345,0.7657,0,0,0.514251,0,14.938881,25.762171,0.01757,0,0.175567,0.47928,0.188286,59.518229,83.453015,20.241261,10.897333,0.186521,216.536583,366.976375,0,0,0,0.048774,139.458287,0,9.238841,1613.338618,0,0.063958,0,0.149271,0.273392,0.000515,0,0,0.001301,0,0.118365,0.159195,0.000084,0,0.001399,0.003219,0.000127,0.33954,0.091768,0.112837,0.007324,0.000125,0.181174,0.394917,0,0,0,0.000389,0.094888,0,0.00621
0.016229795,273329248,SI,0,49.649165,0.30929,1.186151,169.48017,0.613628,0,0,2.432034,0,10.457954,11.973261,0.722068,0,0,2.632083,1.563874,49.264211,294.279433,235.747253,211.867801,1.211278,754.011103,167.904771,0,0,0,0,1372.699195,0.26738,31.989089,3370.261192,0,0.014732,0.000092,0.000352,0.050287,0.000182,0,0,0.000722,0,0.003103,0.003553,0.000214,0,0,0.000781,0.000464,0.014617,0.087317,0.069949,0.062864,0.000359,0.223725,0.04982,0,0,0,0,0.407298,0.000079,0.009492
0.016246869,272724873,SI,32.51621,0.290653,0,561.950056,773.720488,9.323457,0,0,49.387168,0,17.330627,1100.996589,86.830808,0,0,10.07208,1.186693,569.243364,994.635111,170.921093,597.345358,7986.945888,18111.48578,2365.230543,0.103912,0,0,0,41488.36037,0.000146,113.487418,75041.36381,0.000433,0.000004,0,0.007489,0.010311,0.000124,0,0,0.000658,0,0.000231,0.014672,0.001157,0,0,0.000134,0.000016,0.007586,0.013254,0.002278,0.00796,0.106434,0.241353,0.031519,0.000001,0,0,0,0.552873,0,0.001512
0.016248791,278389058,NO,0,0,0.01245,4.68519,63.632938,0.757339,0,0,173.469224,0,7.573159,52.68488,0,0,0,4.447289,10.477584,310.152356,232.09821,60.52727,92.387292,2.512538,1229.113791,326.910861,0.019001,0,0,0,10171.15267,0,16.190821,12758.80487,0,0,0.000001,0.000367,0.004987,0.000059,0,0,0.013596,0,0.000594,0.004129,0,0,0,0.000349,0.000821,0.024309,0.018191,0.004744,0.007241,0.000197,0.096335,0.025622,0.000001,0,0,0,0.797187,0,0.001269
0.016249184,258290530,NO,0,59.735977,0,87.617159,255.171656,0.103649,0,0,79.719625,0,41.35745,7718.705868,1.871546,0,0,9.395441,4.829681,1648.9777,120.26991,605.796402,156.249229,121.467397,932.314564,850.496963,0.037674,0,0,0,1151.999914,0,43.08204,13889.19985,0,0.689721,0,0.091771,0.071631,0.000138,0,0,0.101671,0,0.013295,1.854821,0.001182,0,0,0.003624,0.006106,0.346568,0.089373,1.009054,0.054152,0.01436,1.088902,0.294718,0.000068,0,0,0,1.210611,0,0.05823
0.016256183,729905,SI,0.004645,0.423484,0,34.636858,89.179781,0.756448,0,0,2.789572,0.059654,5.063325,55.84491,0.010386,0,0,69.520958,13.87233,348.014442,584.252457,247.073066,124.759497,3.33145,176.009282,520.704839,0,0,0,0,145.513748,0,42.698311,2464.519443,0.000002,0.000172,0,0.014054,0.036185,0.000307,0,0,0.001132,0.000024,0.002054,0.02266,0.000004,0,0,0.028209,0.005629,0.14121,0.237065,0.100252,0.050622,0.001352,0.071417,0.21128,0,0,0,0,0.059043,0,0.017325
0.016256477,1939133,NO,0,0.077951,0,27.016517,40.119355,0.009946,0,0,111.974137,0,4.076873,32.372988,0,0,0,6.793987,0.972188,135.628389,163.968864,26.596145,25.548383,1.713352,165.905035,215.072607,0,0,0,0,1323.609755,0,21.617079,2303.073551,0,0.000034,0,0.011731,0.01742,0.000004,0,0,0.048619,0,0.00177,0.014056,0,0,0,0.00295,0.000422,0.05889,0.071196,0.011548,0.011093,0.000744,0.072036,0.093385,0,0,0,0,0.574714,0,0.009386
0.016261429,266579350,NO,0,0,0,0,0,0,0,0,49.493304,0,0.000448,0.623195,0,0,0,0.017681,0,25.100655,0.055547,0.321926,0.001408,0,0.400361,36.284737,0,0,0,0,0.09534,0,0,112.394602,0,0,0,0,0,0,0,0,0.440353,0,0.000004,0.005545,0,0,0,0.000157,0,0.223326,0.000494,0.002864,0.000013,0,0.003562,0.322833,0,0,0,0,0.000848,0,0
0.016262882,271080190,SI,0,0,0,0,0,0,0,0,0,0,0.000172,0,0,0,0,0,0,0,0.005441,0,0,0,0.000281,0.001928,0,0,0,0,0.000172,0,0,0.007994,0,0,0,0,0,0,0,0,0,0,0.021516,0,0,0,0,0,0,0,0.680635,0,0,0,0.035151,0.241181,0,0,0,0,0.021516,0,0
0.016269049,5443830,NO,0,2.600923,0,1.559519,60.963924,0.143267,0,0,5.046106,0,2.23019,31.935975,51.66349,0,0,17.609212,8.638364,512.638938,172.147849,255.336965,38.211115,3.393661,243.361917,1557.984214,0,0,0,0,3392.9,0,34.547475,6392.913104,0,0.000407,0,0.000244,0.009536,0.000022,0,0,0.000789,0,0.000349,0.004996,0.008081,0,0,0.002754,0.001351,0.080189,0.026928,0.039941,0.005977,0.000531,0.038067,0.243705,0,0,0,0,0.530728,0,0.005404
0.016281434,279141225,SI,225.794376,0.008171,0,2.671275,22.656849,7.526365,0,0,5.637961,0,44.797137,39.849716,0,0,0,14.185192,2.800765,229.328619,233.196695,72.705137,109.865066,79.397637,3991.025552,446.632638,0.021432,0,0,0.020366,1635.297033,0,20.918166,7184.336148,0.031429,0.000001,0,0.000372,0.003154,0.001048,0,0,0.000785,0,0.006235,0.005547,0,0,0,0.001974,0.00039,0.031921,0.032459,0.01012,0.015292,0.011051,0.555518,0.062168,0.000003,0,0,0.000003,0.22762,0,0.002912
0.016282365,256447245,SI,0,367.889663,0.131926,234.042992,118.627432,3.180538,0,0.27796,6.710113,0.08523,19.39407,187.993936,22.666251,0,1.055408,52.653649,16.032528,290.376934,935.893873,164.951215,144.497534,34.32464,2360.687847,1453.765754,1.028297,0,0,0.006799,4889.773639,0,89.131338,11395.17957,0,0.032285,0.000012,0.020539,0.01041,0.000279,0,0.000024,0.000589,0.000007,0.001702,0.016498,0.001989,0,0.000093,0.004621,0.001407,0.025482,0.082131,0.014476,0.012681,0.003012,0.207165,0.127577,0.00009,0,0,0.000001,0.429109,0,0.007822
0.016287872,272025133,SI,2593.783787,63.281672,0,6116.703952,134.947117,4.91749,0,0,226.946445,0,67.323066,361.969091,878.269998,0,0,19.338548,27.694916,2169.745749,3412.580808,242.079511,905.139542,2.175878,7607.938641,1379.085788,741.768814,0,0,0,20191.79579,0.012466,79.882542,47227.38161,0.054921,0.00134,0,0.129516,0.002857,0.000104,0,0,0.004805,0,0.001426,0.007664,0.018597,0,0,0.000409,0.000586,0.045943,0.072259,0.005126,0.019166,0.000046,0.161092,0.029201,0.015706,0,0,0,0.427544,0,0.001691
0.016289959,266301299,SI,38.979666,475.952452,0,108.78601,33.71642,0.9499,0,0,39.424606,0,34.691175,87.245108,0.064289,0,0,19.368531,37.137738,265.579467,507.63846,127.981704,417.676658,5.019038,5446.231621,4244.277426,0,9.796663,0,3.924073,7770.556047,0,130.09613,19805.09318,0.001968,0.024032,0,0.005493,0.001702,0.000048,0,0,0.001991,0,0.001752,0.004405,0.000003,0,0,0.000978,0.001875,0.01341,0.025632,0.006462,0.021089,0.000253,0.274991,0.214302,0,0.000495,0,0.000198,0.392351,0,0.006569
0.01629583,269078307,NO,0,0.001326,0,19.836568,10.806118,0.019317,0,0,40.983928,0,1.905536,36.666923,1.189191,0,0,2.577955,0.951824,129.87438,65.616395,67.945444,28.275597,0.113204,63.069274,196.301701,0.028823,0,0,0,7836.805273,0,5.029518,8507.998295,0,0,0,0.002332,0.00127,0.000002,0,0,0.004817,0,0.000224,0.00431,0.00014,0,0,0.000303,0.000112,0.015265,0.007712,0.007986,0.003323,0.000013,0.007413,0.023073,0.000003,0,0,0,0.92111,0,0.000591
0.01631017,279647435,NO,0,0,0,0,0.327772,0.109051,0,0,0,0,0,0.405777,0,0,0,0,0,2.10848,0.505442,0.415394,0,0,10.433124,3.581793,0,0,0,0,69.952921,0,0,87.839754,0,0,0,0,0.003731,0.001241,0,0,0,0,0,0.00462,0,0,0,0,0,0.024004,0.005754,0.004729,0,0,0.118775,0.040776,0,0,0,0,0.79637,0,0
0.016310435,277968611,NO,305.338159,14.190041,0,0.251137,32.045236,0.94931,0,0,82.097572,0,60.36833,47.978165,1.061273,0,0,3.97247,3.940413,652.715209,7554.840378,59.312825,106.931342,3.351363,3985.734277,1587.371595,0.544287,0,0,0,21286.93518,0,37.573816,35827.50237,0.008522,0.000396,0,0.000007,0.000894,0.000026,0,0,0.002291,0,0.001685,0.001339,0.00003,0,0,0.000111,0.00011,0.018218,0.210867,0.001656,0.002985,0.000094,0.111248,0.044306,0.000015,0,0,0,0.594151,0,0.001049
0.016313288,334082634,NO,0,0,0,0.013546,0.180055,0,0,0,0,0,0.837729,0.49564,0,0,0,0,0,3.638069,2.451406,0.169893,0.123677,0,5.514899,8.436351,0,0,0,0,63.014919,0,0.040104,84.916288,0,0,0,0.00016,0.00212,0,0,0,0,0,0.009865,0.005837,0,0,0,0,0,0.042843,0.028869,0.002001,0.001456,0,0.064945,0.099349,0,0,0,0,0.742083,0,0.000472
0.016322708,275355970,SI,0,0,0,0,0.354884,0.242226,0,0,0.204375,0,23.396621,6.730863,0,0,0,3.673587,1.290312,23.497444,29.983826,18.11755,52.369829,0,598.955814,387.265014,0,0,0,0,2315.196067,0,0.832686,3462.111098,0,0,0,0,0.000103,0.00007,0,0,0.000059,0,0.006758,0.001944,0,0,0,0.001061,0.000373,0.006787,0.008661,0.005233,0.015127,0,0.173003,0.111858,0,0,0,0,0.668724,0,0.000241
0.016323601,272689696,NO,2.497125,13.637729,0,0.078677,1.846812,0.091336,0,0,1.519658,0,4.525471,36.651987,0.002923,0,0,0.291893,0,45.146786,18.970253,24.915084,13.770048,0.108167,69.19533,18.211725,0,0,0,0,1976.608716,0,1.082463,2229.152183,0.00112,0.006118,0,0.000035,0.000828,0.000041,0,0,0.000682,0,0.00203,0.016442,0.000001,0,0,0.000131,0,0.020253,0.00851,0.011177,0.006177,0.000049,0.031041,0.00817,0,0,0,0,0.886709,0,0.000486
0.016335995,279443932,NO,10.947538,148.39533,0,55.024526,428.739641,4.765911,0,0,604.047111,0,79.49409,55.89521,7.697303,0,0,5.792048,1.248608,5003.7583,4781.059417,397.372253,82.370174,26.261866,5066.678664,934.938117,26.121285,0,0,0,132851.1749,0,16.974008,150588.7563,0.000073,0.000985,0,0.000365,0.002847,0.000032,0,0,0.004011,0,0.000528,0.000371,0.000051,0,0,0.000038,0.000008,0.033228,0.031749,0.002639,0.000547,0.000174,0.033646,0.006209,0.000173,0,0,0,0.882212,0,0.000113
0.016343857,279440242,NO,0,0,0,0.010255,1.374356,1.215672,0,0,6.070367,0,3.12173,10.090586,0.000102,0,0,0.022173,5.429948,64.096439,2177.414105,47.059602,7.04093,0.31173,9.108905,746.430426,8.89198,0,0,0,847.971102,0,1211.938015,5147.598423,0,0,0,0.000002,0.000267,0.000236,0,0,0.001179,0,0.000606,0.00196,0,0,0,0.000004,0.001055,0.012452,0.422996,0.009142,0.001368,0.000061,0.00177,0.145006,0.001727,0,0,0,0.164731,0,0.235438
0.016346295,266371495,NO,0,0,0,0.33658,0.422978,0.010537,0.133847,0,0,0,0,0.035652,0.015191,0,0,0,0,0.430785,0.953822,0.005601,0.068647,0.120099,0.025285,3.732066,0,0,0,0,0,0,0.092185,6.383275,0,0,0,0.052728,0.066263,0.001651,0.020968,0,0,0,0,0.005585,0.00238,0,0,0,0,0.067487,0.149425,0.000877,0.010754,0.018815,0.003961,0.584663,0,0,0,0,0,0,0.014442
0.01634704,333868459,SI,0,0,0,0,1.599931,0,0,0,0.029702,0,3.290445,4.151205,0,0,0,0,1.546734,11.478003,7.123836,9.41677,1.672806,0,40.89478,128.217533,0,0,0,0,291.433376,0,0.017544,500.872665,0,0,0,0,0.003194,0,0,0,0.000059,0,0.006569,0.008288,0,0,0,0,0.003088,0.022916,0.014223,0.018801,0.00334,0,0.081647,0.255988,0,0,0,0,0.581851,0,0.000035
0.016348096,334079457,SI,0,15.619808,0,499.963343,89.918984,2.780516,300.895434,0,115.294638,0,31.472496,72.901502,0,0,0,39.370807,6.29902,321.444443,447.807617,169.331602,317.791887,2.762794,6413.121108,591.400096,0.088059,0,0,3.658947,7506.055739,0,127.389182,17075.36802,0,0.000915,0,0.02928,0.005266,0.000163,0.017622,0,0.006752,0,0.001843,0.004269,0,0,0,0.002306,0.000369,0.018825,0.026225,0.009917,0.018611,0.000162,0.375577,0.034635,0.000005,0,0,0.000214,0.439584,0,0.00746
