ALEAT,ID,OBJ,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31_P,VT,V1_P,V2_P,V3_P,V4_P,V5_P,V6_P,V7_P,V8_P,V9_P,V10_P,V11_P,V12_P,V13_P,V14_P,V15_P,V16_P,V17_P,V18_P,V19_P,V20_P,V21_P,V22_P,V23_P,V24_P,V25_P,V26_P,V27_P,V28_P,V29_P,V30_P,V31_P
0.04929489,279030057,NO,0,1636.900196,0.085836,508.02972,62.725018,1.081901,0,0,37.812666,0,529.206934,83.739205,0.544387,0,3.206363,291.998009,20.337308,505.504518,236.621958,47.86149,157.191104,32.810056,6934.095215,1273.337363,0.020267,0,0,6.735029,7186.147962,0,100.762627,19656.75513,0,0.083274,0.000004,0.025845,0.003191,0.000055,0,0,0.001924,0,0.026922,0.00426,0.000028,0,0.000163,0.014855,0.001035,0.025717,0.012038,0.002435,0.007997,0.001669,0.352759,0.064779,0.000001,0,0,0.000343,0.365582,0,0.005126
0.049297743,275600496,SI,2011.411848,209.593036,0,52.248903,366.769812,1.893678,0,0,161.239876,0,8.162723,649.763151,390.46384,0,0,65.032718,4.005487,845.525514,1271.484326,113.816725,163.940495,12.734404,414.179577,3720.038576,0.089913,0,0,0,8200.830186,0.502885,142.651717,18806.37939,0.106954,0.011145,0,0.002778,0.019502,0.000101,0,0,0.008574,0,0.000434,0.03455,0.020762,0,0,0.003458,0.000213,0.04496,0.067609,0.006052,0.008717,0.000677,0.022023,0.197807,0.000005,0,0,0,0.436066,0.000027,0.007585
0.049307026,262714791,NO,0,0,0,0,0,0,0,0,0,0,0,0.031328,0,0,0,0,0,0.092564,0.048002,0.2839,0,0,0.036309,0.009315,0,0,0,0,0,0,0,0.501418,0,0,0,0,0,0,0,0,0,0,0,0.062479,0,0,0,0,0,0.184604,0.095733,0.566194,0,0,0.072413,0.018577,0,0,0,0,0,0,0
0.049322523,326653665,NO,0,29.457022,0,1.215689,4.962426,0.253176,0,0,78.964783,0,3.093394,50.967262,0.013056,0,0,3.289389,8.94197,176.030689,33.005294,76.410487,24.334378,0,910.666053,2714.295423,0.013084,0,0,0.615566,547.088815,0,0.712342,4664.330298,0,0.006315,0,0.000261,0.001064,0.000054,0,0,0.01693,0,0.000663,0.010927,0.000003,0,0,0.000705,0.001917,0.03774,0.007076,0.016382,0.005217,0,0.19524,0.581926,0.000003,0,0,0.000132,0.117292,0,0.000153
0.049329484,268774563,SI,11.669633,0.012002,0.080107,5.013991,2919.664053,4.891729,0,0,17.286662,0,1.362325,27.485535,4.260535,0,0,3.257224,0.259388,190.870188,559.947148,47.028032,91.15139,0.471441,7287.80609,570.749242,0.172936,0,0,0.038707,2291.796363,0,47.895506,14083.17023,0.000829,0.000001,0.000006,0.000356,0.207316,0.000347,0,0,0.001227,0,0.000097,0.001952,0.000303,0,0,0.000231,0.000018,0.013553,0.03976,0.003339,0.006472,0.000033,0.517483,0.040527,0.000012,0,0,0.000003,0.162733,0,0.003401
0.049336289,333100965,NO,0,0,0,31.65322,16.268797,0.04422,0,0,0.043541,0,2.95516,0.4938,1.170138,0,0,0.086307,0,12.501031,28.688477,2.096291,17.280345,0,367.476101,976.863833,0,0,0,0.049623,2990.634436,0,2.417053,4450.722373,0,0,0,0.007112,0.003655,0.00001,0,0,0.00001,0,0.000664,0.000111,0.000263,0,0,0.000019,0,0.002809,0.006446,0.000471,0.003883,0,0.082565,0.219484,0,0,0,0.000011,0.671944,0,0.000543
0.049342833,278275456,NO,0,9.776638,0,6.488307,28.12688,0.032582,0,0,184.0622,0.069758,6.180822,20.877208,0.016881,0,0,6.19615,0.508494,92.427984,44.870099,35.088946,10.402689,0.154345,28.459,166.807305,0,0,0,0,1285.307978,0,8.59973,1934.453996,0,0.005054,0,0.003354,0.01454,0.000017,0,0,0.095149,0.000036,0.003195,0.010792,0.000009,0,0,0.003203,0.000263,0.04778,0.023195,0.018139,0.005378,0.00008,0.014712,0.08623,0,0,0,0,0.664429,0,0.004446
0.04935202,334061933,NO,0,0.944939,0,0.754643,0.653963,0.193352,0,0,0.21689,0,0.666889,4.082616,0.065516,0,0,0.137306,0.256031,21.982095,7.3872,11.124996,3.400489,0,35.728614,119.934491,0,0,0,0.063538,1132.527201,0,0.941746,1341.062515,0,0.000705,0,0.000563,0.000488,0.000144,0,0,0.000162,0,0.000497,0.003044,0.000049,0,0,0.000102,0.000191,0.016392,0.005508,0.008296,0.002536,0,0.026642,0.089432,0,0,0,0.000047,0.8445,0,0.000702
0.049357125,8756158,SI,0,0.001872,0.158543,36.218534,236.270968,0.216934,0,0,0.650607,0,4.090941,0.979948,0.501443,0,0,0.35408,0,25.465661,142.951999,12.162983,52.735741,1.627338,125.586684,124.005664,0,0,0,0,7277.406777,0,32.49142,8073.878137,0,0,0.00002,0.004486,0.029264,0.000027,0,0,0.000081,0,0.000507,0.000121,0.000062,0,0,0.000044,0,0.003154,0.017705,0.001506,0.006532,0.000202,0.015555,0.015359,0,0,0,0,0.901352,0,0.004024
0.04935828,270636795,NO,0,0.010218,0,14.150875,0.111874,0.014227,0,0,0,0,0,0.333336,0.159662,0,0,0,0,0.001239,18.191039,0,0.007245,0,2.41136,19.38252,0,0,0,0,0.555313,0,0,55.328908,0,0.000185,0,0.255759,0.002022,0.000257,0,0,0,0,0,0.006025,0.002886,0,0,0,0,0.000022,0.32878,0,0.000131,0,0.043582,0.350315,0,0,0,0,0.010037,0,0
0.049362926,333003327,NO,0,22.157249,0,0,3.248413,0,0,0,10.22967,0,0.803973,41.40162,0,0,0,5.859946,1.124751,85.446579,10.497857,53.614621,12.853222,0,128.73231,185.393069,0,0,0,0,71.792692,0,5.172931,638.328903,0,0.034711,0,0,0.005089,0,0,0,0.016026,0,0.001259,0.064859,0,0,0,0.00918,0.001762,0.13386,0.016446,0.083992,0.020136,0,0.201671,0.290435,0,0,0,0,0.11247,0,0.008104
0.049365913,5223510,SI,0,915.757715,0.00268,1020.435861,157.081017,0.706516,0,0,35.497243,0.013299,23.987431,1029.976305,0.123373,0,0,8.927563,0.235668,382.423656,5318.426042,60.226295,555.168638,44.607842,1525.390857,2851.650888,274.81605,0,0,0,3393.270413,0.039388,1669.201094,19267.96583,0,0.047527,0,0.05296,0.008152,0.000037,0,0,0.001842,0.000001,0.001245,0.053455,0.000006,0,0,0.000463,0.000012,0.019848,0.276024,0.003126,0.028813,0.002315,0.079167,0.148,0.014263,0,0,0,0.176109,0.000002,0.086631
0.049379635,5372901,NO,0,2.314863,0,2.012146,0,0,0,0,0,0,0.003578,3.182097,0.002683,0,0,1.547496,0,21.791241,0.840368,0.028972,0.002958,0,0.092782,24.382132,0,0,0,0,8.189513,0,0,64.390829,0,0.03595,0,0.031249,0,0,0,0,0,0,0.000056,0.049418,0.000042,0,0,0.024033,0,0.338422,0.013051,0.00045,0.000046,0,0.001441,0.378658,0,0,0,0,0.127184,0,0
0.049387733,266762116,NO,0,0,0,6.17899,152.231886,0.345309,0,0,74.03693,0,13.2493,16.222988,0.000543,0,0,9.525042,2.937669,158.568479,125.471622,20.745496,90.913143,0.290896,306.280751,1995.186997,0.023423,0,0,0.026308,4374.423374,0,3.626624,7350.28577,0,0,0,0.000841,0.020711,0.000047,0,0,0.010073,0,0.001803,0.002207,0,0,0,0.001296,0.0004,0.021573,0.01707,0.002822,0.012369,0.00004,0.041669,0.271443,0.000003,0,0,0.000004,0.595137,0,0.000493
0.049389051,272096601,NO,3133.638358,0,0.009387,2.69318,1420.787115,0.101215,0,0,1.905561,0,0.528154,0.019092,0.000584,0,0.018604,2.009091,0,519.466181,4178.718148,102.575149,2.938459,0.155254,662.08907,37.952543,0,0,0,0,1988.578569,0,104.465899,12158.64961,0.257729,0,0.000001,0.000222,0.116854,0.000008,0,0,0.000157,0,0.000043,0.000002,0,0,0.000002,0.000165,0,0.042724,0.343683,0.008436,0.000242,0.000013,0.054454,0.003121,0,0,0,0,0.163553,0,0.008592
0.049393086,279344849,NO,0,0.115388,0,1.21174,91.338043,2.930113,0,0,700.979457,0,3.222479,23.758378,21.189959,0,0,1.685558,1.184884,105.742972,153.245174,17.423878,32.101335,10.710769,1478.108476,643.989052,0.519828,0,0,0,7128.739132,0,19.210012,10437.40663,0,0.000011,0,0.000116,0.008751,0.000281,0,0,0.06716,0,0.000309,0.002276,0.00203,0,0,0.000161,0.000114,0.010131,0.014682,0.001669,0.003076,0.001026,0.141616,0.0617,0.00005,0,0,0,0.682999,0,0.00184
0.049402239,278680995,NO,0,0.373776,0,0.067986,9.050859,0.606877,0,0,6.698113,0,0.080162,24.004061,0,0,0,0.919673,0,51.567412,235.69056,18.629958,0.747441,3.204911,227.009465,322.108519,8.969635,0,0,0,12565.96291,0.058285,98.28619,13574.0368,0,0.000028,0,0.000005,0.000667,0.000045,0,0,0.000493,0,0.000006,0.001768,0,0,0,0.000068,0,0.003799,0.017363,0.001372,0.000055,0.000236,0.016724,0.02373,0.000661,0,0,0,0.925735,0.000004,0.007241
0.049404726,273788434,NO,0,0.80917,0,11.370551,28.838178,1.990585,0,0,0.722761,0,2.029429,44.546769,0.056219,0,0.005498,17.569553,21.158054,260.826239,537.324612,68.80377,52.709628,0.980048,112.255707,2448.281085,11.813196,0,0,0,3627.132626,0.000146,95.569512,7344.793336,0,0.00011,0,0.001548,0.003926,0.000271,0,0,0.000098,0,0.000276,0.006065,0.000008,0,0.000001,0.002392,0.002881,0.035512,0.073157,0.009368,0.007176,0.000133,0.015284,0.333336,0.001608,0,0,0,0.493837,0,0.013012
0.049409967,275580686,NO,1020.304033,3.504165,0,1432.970348,564.914685,4.584112,0,0.231684,1979.771617,1.926376,344.578519,1455.471691,1.777199,0,0,79.85834,0.103257,2488.422728,8827.438417,655.758479,757.255064,1.535862,7961.321733,19690.51653,0.494878,0,0,0,93948.35713,0,92.115138,141313.212,0.00722,0.000025,0,0.01014,0.003998,0.000032,0,0.000002,0.01401,0.000014,0.002438,0.0103,0.000013,0,0,0.000565,0.000001,0.017609,0.062467,0.00464,0.005359,0.000011,0.056338,0.13934,0.000004,0,0,0,0.664824,0,0.000652
0.049410574,265890622,NO,0,6.411571,0,84.118942,3713.863146,5.370287,0,0,292.049683,0,197.638997,53.252587,15.381113,0,0,2.651721,0.991948,244.568911,485.344903,96.930752,251.870423,0.208106,3669.42582,11573.56868,0.007213,0,0,0,7525.973221,0,17.901824,28237.52984,0,0.000227,0,0.002979,0.131523,0.00019,0,0,0.010343,0,0.006999,0.003039,0.002334,0,0,0.000094,0.000035,0.19473,0.03465,0.003433,0.00892,0.000007,0.252808,0.417145,0,0,0,0,0.929911,0,0.000634
0.049423197,266618766,NO,2176.098004,19.647115,0,6.243761,115.859837,0.30251,8.344272,0,4.226414,0,1.65936,19.670012,0.004567,0,0,4.869908,1.976916,511.102564,1310.562142,22.745945,30.655351,0.099635,1278.168128,659.976897,0.000433,0,0,0,3883.843913,0,53.591831,10109.64952,0.21525,0.001943,0,0.000618,0.01146,0.00003,0.000825,0,0.000418,0,0.000164,0.001946,0,0,0,0.000482,0.000196,0.050556,0.129635,0.00225,0.003032,0.00001,0.126431,0.065282,0,0,0,0,0.384172,0,0.005301
0.049446789,275599007,SI,1.405695,9.154225,0,51.10351,615.618732,11.502473,0,0,572.176365,1.488754,83.709042,665.111423,0.086414,0,0,22.893072,17.249199,6349.482165,1066.082182,307.50526,433.174193,243.379056,36526.13952,1761.830554,82.789293,0,0,12.556019,58846.07333,0,44.433172,107724.9436,0.000013,0.000085,0,0.000474,0.005715,0.000107,0,0,0.005311,0.000014,0.000777,0.006174,0.000001,0,0,0.000213,0.00016,0.058942,0.009896,0.002855,0.004021,0.002259,0.339069,0.016355,0.000769,0,0,0.000117,0.546262,0,0.000412
0.04945108,5080821205,NO,0,2.895497,0.04631,57.495151,97.538356,0.140556,0,0,0.53693,0,0.295859,14.78563,78.546136,0,0,0.472832,0.229293,45.152632,131.161898,20.073443,5.650436,0.056891,61.08712,217.629844,0.026817,0,0,0,1716.05003,0,9.707379,2459.57904,0,0.001177,0.000019,0.023376,0.039657,0.000057,0,0,0.000218,0,0.00012,0.006011,0.031935,0,0,0.000192,0.000093,0.018358,0.053327,0.008161,0.002297,0.000023,0.024836,0.088483,0.000011,0,0,0,0.697701,0,0.003947
0.049453842,266408365,NO,207.000033,0.416839,0,3.000685,15.542486,6.108908,0,0,1.97821,0.052679,1.553402,36.196658,24.266429,0,0,1.709208,2.221304,125.264646,225.009745,37.572246,261.945053,0.153851,162.580708,227.568244,35.520024,0,0,0.046557,3187.25743,0.000398,13.927134,4576.892877,0.045227,0.000091,0,0.000656,0.003396,0.001335,0,0,0.000432,0.000012,0.000339,0.007909,0.005302,0,0,0.000373,0.000485,0.027369,0.049162,0.008209,0.057232,0.000034,0.035522,0.049721,0.007761,0,0,0.00001,0.69638,0,0.003043
0.049462759,263296309,SI,69.532993,0.57533,0.018708,28.496422,15.338166,1.599029,0,0,9.613274,0,12.452344,36.3541,1.971998,0,0,9.526015,0.909158,125.813652,136.044008,61.831746,174.409485,9.195385,6473.113421,422.640225,0.062769,0,0,0,9124.868068,0,18.618932,16732.98523,0.004155,0.000034,0.000001,0.001703,0.000917,0.000096,0,0,0.000575,0,0.000744,0.002173,0.000118,0,0,0.000569,0.000054,0.007519,0.00813,0.003695,0.010423,0.00055,0.386847,0.025258,0.000004,0,0,0,0.545322,0,0.001113
0.04946704,278431290,NO,7.360031,0.11787,0.012779,11.325461,3998.933249,2.599512,0,0,86.630278,0.020027,24.999498,130.667789,1074.17048,0,0,5.488553,2.105284,446.52217,6836.708302,161.493543,10651.61243,2.299242,12231.51129,1288.454872,0.041676,0,0,0,8329.79886,0,28.262241,45321.13544,0.000162,0.000003,0,0.00025,0.088236,0.000057,0,0,0.001911,0,0.000552,0.002883,0.023701,0,0,0.000121,0.000046,0.009852,0.15085,0.003563,0.235025,0.000051,0.269885,0.028429,0.000001,0,0,0,0.183795,0,0.000624
0.049468256,270487120,NO,0,0,0,0,0,0,0,0,0,0,0,0.002156,0,0,0,0,0,0.001765,0.460857,0.014016,0,0,0,0.290268,0,0,0,0,0,0,0,0.769062,0,0,0,0,0,0,0,0,0,0,0,0.002803,0,0,0,0,0,0.002295,0.599246,0.018225,0,0,0,0.377431,0,0,0,0,0,0,0
0.049468346,272610822,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068542,0.64676,0.020528,16.088635,0,0.318631,126.631806,0,0,0,0,9.189835,0,0,152.964737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000448,0.004228,0.000134,0.105179,0,0.002083,0.82785,0,0,0,0,0.060078,0,0
0.049471117,334442369,NO,0,0.309036,0,7.088127,3.973988,0.011129,0,0,0.910272,0,2.375857,7.172074,0.295494,0,0,10.428494,1.180378,49.829727,8.169635,11.245913,8.88041,0,161.442433,86.713255,0.059412,0,0,0,735.869645,0,12.106144,1108.061423,0,0.000279,0,0.006397,0.003586,0.00001,0,0,0.000821,0,0.002144,0.006473,0.000267,0,0,0.009411,0.001065,0.04497,0.007373,0.010149,0.008014,0,0.145698,0.078257,0.000054,0,0,0,0.664105,0,0.010926
0.049477071,279647424,NO,0,189.820025,0,4.816801,21.115562,0.557389,0,0,58.056113,0,1.919834,5.660504,0.002124,0,0,0.800735,1.604806,26.354438,81.947981,11.056369,25.675482,0.380206,1680.730902,35.504375,0.098549,0,0,0,1415.067865,0,11.888964,3573.059024,0,0.053125,0,0.001348,0.00591,0.000156,0,0,0.016248,0,0.000537,0.001584,0.000001,0,0,0.000224,0.000449,0.007376,0.022935,0.003094,0.007186,0.000106,0.47039,0.009937,0.000028,0,0,0,0.396038,0,0.003327
0.049481372,279383645,NO,0,0,0,8.74465,10.58304,0,0,0,1.113449,0.006649,4.587958,7.693059,3.627342,0,0,0.160075,0.362352,28.06542,78.022289,11.768939,39.664443,0.153659,63.270409,73.637827,0,0,0,0.272438,3679.656355,0,8.238948,4019.629301,0,0,0,0.002175,0.002633,0,0,0,0.000277,0.000002,0.001141,0.001914,0.000902,0,0,0.00004,0.00009,0.006982,0.01941,0.002928,0.009868,0.000038,0.01574,0.01832,0,0,0,0.000068,0.915422,0,0.00205
0.049490531,278724904,SI,0,3.787609,0.00623,57.791977,77.704566,0.237742,0,0,171.266965,0,44.353808,110.606161,0.237458,0,0,8.974816,5.270732,144.743893,309.726475,60.463986,169.638972,1.390937,60.831309,1319.500908,0,0,0,0.118967,19783.40431,0,100.254231,22430.31206,0,0.000169,0,0.002577,0.003464,0.000011,0,0,0.007636,0,0.001977,0.004931,0.000011,0,0,0.0004,0.000235,0.006453,0.013808,0.002696,0.007563,0.000062,0.002712,0.058827,0,0,0,0.000005,0.881994,0,0.00447
0.049495639,264591818,NO,0,0.013093,0,17.708186,200.390052,0.022199,0,0,2.809191,0,26.359922,12.959225,0.00231,0,0,0.626168,0.249858,180.648368,112.020858,49.728594,77.779275,1.378695,60.950469,227.630087,0,0,0,0,1557.907628,0,17.199108,2546.383286,0,0.000005,0,0.006954,0.078696,0.000009,0,0,0.001103,0,0.010352,0.005089,0.000001,0,0,0.000246,0.000098,0.070943,0.043992,0.019529,0.030545,0.000541,0.023936,0.089393,0,0,0,0,0.611812,0,0.006754
0.049518253,331276773,NO,0,26.879717,0,12.32366,0.4899,0.037619,0,0,0.174156,0,5.215633,11.862148,1.0403,0,0,5.833238,0,22.459313,143.32465,5.036009,1.460305,0,619.42106,212.31579,0,0,0,0,267.13101,0,0.089883,1335.094391,0,0.020133,0,0.009231,0.000367,0.000028,0,0,0.00013,0,0.003907,0.008885,0.000779,0,0,0.004369,0,0.016822,0.107352,0.003772,0.001094,0,0.463953,0.159027,0,0,0,0,0.200084,0,0.000067
0.049527016,264694335,SI,1811.150854,5.691634,0,0.842829,64.809122,0,0,0,22.821929,0,20.925452,48.658186,0.294275,0,0,3.941177,3.827253,127.367296,32.519248,33.851757,39.145754,0.028642,75.779029,389.224,0,0.005013,0,0,5653.5507,0,2.835619,8337.269769,0.217235,0.000683,0,0.000101,0.007773,0,0,0,0.002737,0,0.00251,0.005836,0.000035,0,0,0.000473,0.000459,0.015277,0.0039,0.00406,0.004695,0.000003,0.009089,0.046685,0,0.000001,0,0,0.678106,0,0.00034
0.049528346,334565176,NO,0,0,0,9.121288,8.743572,0.009765,0,0,0.029996,0,1.236156,0.139561,0.847884,0,0,0,2.714623,1.35863,1.6988,0.237401,3.15719,0,35.833436,477.193915,0,0,0,0,145.332404,0,0.501728,688.156349,0,0,0,0.013255,0.012706,0.000014,0,0,0.000044,0,0.001796,0.000203,0.001232,0,0,0,0.003945,0.001974,0.002469,0.000345,0.004588,0,0.052072,0.693438,0,0,0,0,0.211191,0,0.000729
0.049537689,266010952,NO,0,0.060997,0,0,5.516252,0.038382,0,0,0,0,0.004563,1.284066,0,0,0,0.122828,0,5.264466,28.35573,4.850834,3.220746,0,2.495363,47.700853,0,0,0,0,17.656117,0,0.360913,116.93211,0,0.000522,0,0,0.047175,0.000328,0,0,0,0,0.000039,0.010981,0,0,0,0.00105,0,0.045022,0.242497,0.041484,0.027544,0,0.02134,0.407936,0,0,0,0,0.150995,0,0.003087
0.049547149,274336831,NO,0,0.018194,0,2.549467,35.410085,0.171684,0,0,85.218079,0,0.280759,14.147021,0,0,0,0.882613,0,91.785357,402.244496,29.454626,14.132841,0,54.606499,341.844104,0,0,0,0,3135.103623,0,14.259015,4222.108463,0,0.000004,0,0.000604,0.008387,0.000041,0,0,0.020184,0,0.000066,0.003351,0,0,0,0.000209,0,0.021739,0.095271,0.006976,0.003347,0,0.012933,0.080965,0,0,0,0,0.742545,0,0.003377
0.04954808,277545935,NO,0,0,0,0.052154,6.255669,0.020285,0,0,48.651582,0,1.775317,32.575493,0,0,0,1.259026,0,69.234202,91.743254,7.426457,12.580672,0,48.31474,55.344819,0,0,0,3.460776,4468.746578,0,2.614019,4850.055043,0,0,0,0.000011,0.00129,0.000004,0,0,0.010031,0,0.000366,0.006717,0,0,0,0.00026,0,0.014275,0.018916,0.001531,0.002594,0,0.009962,0.011411,0,0,0,0.000714,0.921381,0,0.000539
0.049551487,333985456,NO,0,0,0.000173,0,0.779171,0.016041,0,0,250.395352,0,53.508048,29.24724,0,0,0,0.745793,11.511122,111.456652,134.126342,18.014963,1.682226,0.011173,144.925942,2838.738204,0,0,0,3.482318,1354.959623,0,3.202468,4956.802851,0,0,0,0,0.000157,0.000003,0,0,0.050515,0,0.010795,0.0059,0,0,0,0.00015,0.002322,0.022486,0.027059,0.003634,0.000339,0.000002,0.029238,0.572695,0,0,0,0.000703,0.273354,0,0.000646
0.049557244,259707998,SI,1.667201,0,0,0,0.210057,0,0,0,244.792353,0,4.006478,57.095184,0.016901,0,0,3.32525,1.648523,254.999902,13.928046,18.296239,29.869457,0,559.289029,632.467381,0,0,0,0,5324.204018,0,4.782138,7150.598157,0.000233,0,0,0,0.000029,0,0,0,0.034234,0,0.00056,0.007985,0.000002,0,0,0.000465,0.000231,0.035661,0.001948,0.002559,0.004177,0,0.078216,0.08845,0,0,0,0,0.744582,0,0.000669
0.049566617,334273416,SI,0,2.151694,0,18.550256,57.090543,8.842602,0,0,2.018512,0.033285,5.605567,10.996989,0,0,0.068391,4.053663,0,144.078391,141.930681,27.301687,20.153088,4.214244,114.340063,8.45987,0,0,0,0,65.230083,0,67.439109,702.558718,0,0.003063,0,0.026404,0.081261,0.012586,0,0,0.002873,0.000047,0.007979,0.015653,0,0,0.000097,0.00577,0,0.205077,0.20202,0.03886,0.028685,0.005998,0.162748,0.012042,0,0,0,0,0.092846,0,0.095991
0.049598803,272669000,NO,0,0,0,1.222396,0.078387,0,0,0,0.393525,0,1.729116,16.06484,0,0,0,0.222007,1.704153,34.183872,2.23851,11.508439,4.625738,0.190986,21.499404,114.246756,0,0,0,0,2312.91274,0,0.826379,2523.647248,0,0,0,0.000484,0.000031,0,0,0,0.000156,0,0.000685,0.006366,0,0,0,0.000088,0.000675,0.013545,0.000887,0.00456,0.001833,0.000076,0.008519,0.04527,0,0,0,0,0.916496,0,0.000327
0.049606977,279432185,NO,0,1.906942,0,7.53116,100.098328,1.471461,0,0,0.985015,0,22.765162,13.963183,0.08727,0,0,0.898302,1.04959,87.542903,135.547862,37.778668,56.418819,0.237221,2202.297376,1930.5628,11.990961,0,0,0,485.194305,0,48.821676,5147.149004,0,0.00037,0,0.001463,0.019447,0.000286,0,0,0.000191,0,0.004423,0.002713,0.000017,0,0,0.000175,0.000204,0.017008,0.026335,0.00734,0.010961,0.000046,0.427867,0.375074,0.00233,0,0,0,0.094265,0,0.009485
0.04961283,275407319,SI,388.777056,0.740147,0,60.206354,7.964926,1.152164,0,0,4.456455,0.020097,64.270387,28.923493,2.94928,0,0.030267,9.154882,2.408516,84.483463,551.510667,55.235795,327.249598,14.797723,4264.087183,923.770595,0.001394,0,0,0,3175.025724,0,5.40296,9972.619126,0.038984,0.000074,0,0.006037,0.000799,0.000116,0,0,0.000447,0.000002,0.006445,0.0029,0.000296,0,0.000003,0.000918,0.000242,0.008472,0.055302,0.005539,0.032815,0.001484,0.427579,0.092631,0,0,0,0,0.318374,0,0.000542
0.049628967,266951897,NO,0,0,0,0,7.238729,0.458007,0,0,2.78789,0,1.218195,27.800891,0.217075,0,0,4.76468,5.258918,125.273868,178.640593,24.454137,139.626518,0.342682,131.773927,1175.83312,73.217001,0,0,0,5419.716438,0,2.210626,7320.833295,0,0,0,0,0.000989,0.000063,0,0,0.000381,0,0.000166,0.003798,0.00003,0,0,0.000651,0.000718,0.017112,0.024402,0.00334,0.019072,0.000047,0.018,0.160615,0.010001,0,0,0,0.740314,0,0.000302
0.049631014,270781189,NO,0,0,0,0.063524,0.112826,0,0,0,0.011088,0,52.028558,3.032481,0,0,0,4.890302,1.413624,17.513478,9.132993,15.276022,2.153923,0,6.258469,273.617038,0,0,0,0,632.40164,0,0.00956,1017.915526,0,0,0,0.000062,0.000111,0,0,0,0.000011,0,0.051113,0.002979,0,0,0,0.004804,0.001389,0.017205,0.008972,0.015007,0.002116,0,0.006148,0.268801,0,0,0,0,0.621271,0,0.000009
0.049648744,3435477,NO,0.681668,54.396956,0,17.156533,534.448347,0.03824,0,0,5.837365,0,10.783906,39.553171,0.314817,0,0,5.732434,0.45995,121.026327,325.275906,84.309038,142.757873,0.793954,91.265201,825.072685,1.184451,0,0,0,299.383326,0,31.802409,2592.274557,0.0004,0.061388,0,0.019258,0.350321,0.000043,0,0,0.005728,0,0.011728,0.029838,0.000355,0,0,0.003576,0.00027,0.102626,0.331168,0.063225,0.148991,0.000896,0.073555,0.515227,0.000694,0,0,0,0.256483,0,0.024229
0.049652159,1633541,NO,0,0,0,0,0.147262,0,0,0,17.36454,0,189.765154,11.526658,0,0,0,0.264561,36.51596,48.131592,2.571802,8.225588,4.767909,0,50.31229,1136.590668,0,0,0,0,447.251915,0,0.507454,1953.943353,0,0,0,0,0.000075,0,0,0,0.008887,0,0.097119,0.005899,0,0,0,0.000135,0.018688,0.024633,0.001316,0.00421,0.00244,0,0.025749,0.581691,0,0,0,0,0.228897,0,0.00026
0.049653826,273531737,NO,0,0.001092,0,56.655147,10.215312,0.126873,0,0,4.13774,0.006717,3.628788,19.443714,0.764943,0,0,0.696323,3.380436,321.021455,25.235702,28.005177,22.866838,8.394023,169.660349,488.539684,0.042824,0,0,0.719143,1418.455767,0,1.628253,2583.6263,0,0,0,0.021929,0.003954,0.000049,0,0,0.001602,0.000003,0.001405,0.007526,0.000296,0,0,0.00027,0.001308,0.124252,0.009768,0.010839,0.008851,0.003249,0.065668,0.189091,0.000017,0,0,0.000278,0.549017,0,0.00063
0.049665182,333773189,NO,0,53.35081,0,153.978489,7.671314,0.594469,0,0,1.359012,0,119.653413,61.860111,1.193292,0,0,2.192916,0.222893,189.819548,82.932222,4.123318,0.355884,0,641.931269,347.677655,0,0,0,0,2267.001597,0,71.752804,4007.671016,0,0.013312,0,0.038421,0.001914,0.000148,0,0,0.000339,0,0.029856,0.015435,0.000298,0,0,0.000547,0.000056,0.047364,0.020693,0.001029,0.000089,0,0.160176,0.086753,0,0,0,0,0.565666,0,0.017904
0.049667627,334162921,NO,0,0,0,0,0.318692,0,0,0,7.279488,0,0.066184,1.682906,0,0,0,0.027463,0,6.417329,0.941112,2.389879,0.086085,0,2.427406,9.01561,0,0,0,0,153.596978,0,0.024406,184.273538,0,0,0,0,0.001729,0,0,0,0.039504,0,0.000359,0.009133,0,0,0,0.000149,0,0.034825,0.005107,0.012969,0.000467,0,0.013173,0.048925,0,0,0,0,0.833527,0,0.000132
0.049671623,274941632,NO,0,28.433695,0,3.063234,4.206434,1.417693,0,0,35.589895,0.071279,2.791183,46.079743,23.538808,0,0,1.058151,0.040942,88.159338,426.093553,22.80419,93.473898,0.123125,3336.223028,88.46291,0.132611,0,0,0.080718,4103.3979,0,5.649789,8310.892117,0,0.003421,0,0.000369,0.000506,0.000171,0,0,0.004282,0.000009,0.000336,0.005545,0.002832,0,0,0.000127,0.000005,0.010608,0.051269,0.002744,0.011247,0.000015,0.401428,0.010644,0.000016,0,0,0.00001,0.493737,0,0.00068
0.049671798,268305446,NO,0,0,0,0.467801,102.645789,0,0,0,0.711881,0,7.803491,25.724804,0,0,0,5.403788,195.754357,66.634234,50.860228,64.688122,56.955015,0.09387,64.887242,1795.850903,0,0,0,0,604.359689,0,8.131793,3050.973007,0,0,0,0.000153,0.033644,0,0,0,0.000233,0,0.002558,0.008432,0,0,0,0.001771,0.064161,0.02184,0.01667,0.021202,0.018668,0.000031,0.021268,0.588616,0,0,0,0,0.198088,0,0.002665
